SerialNumber,ProductID,ProductName,PurchaseDate,CustomerID,QuantitySold,SalesPrice,SalesChannel,Region,DiscountApplied,Returns,CustomerReview,CustomerComplaints,SalesReputation,TimeToActivation,ProductAge,MarketingSource,CustomerLoyalty,PaymentMethod,ProductReturnReason,CustomerSupportInteraction,ProductWarrantyDuration
SN-XZILFI4C,Adobe_Prod_23_Version_7,Adobe_Adobe_Prod_23_Version_7_Suite,2023-02-21,C3004,8,474.78,Direct Sales,Europe,5.92,5,4,5,9,6,583,Email Marketing,9,PayPal,Found cheaper,4,24
SN-PYR6VIE4,Adobe_Prod_368_Version_7,Adobe_Adobe_Prod_368_Version_7_Suite,2023-10-29,C8758,7,365.79,Third-party Retailer,South America,7.15,2,5,5,8,7,395,Direct Search,8,Credit Card,Found cheaper,4,24
SN6F53Q9405,4EQ4RU,Adobe_4EQ4RU_Suite,2023-04-22,C3973,9,93.78,Third-party Retailer,Africa,27.97,10,1,19,7,2,221,Social Media,2,Cryptocurrency,Product malfunction,12,6
SN-ESA1N2LR,Adobe_Prod_235_Version_4,Adobe_Adobe_Prod_235_Version_4_Suite,2023-08-23,C5849,9,464.53,Authorized Retailer,Europe,10.31,8,4,2,9,7,697,Email Marketing,6,PayPal,Found cheaper,7,24
SN-MRBKPUWU,Adobe_Prod_924_Version_1,Adobe_Adobe_Prod_924_Version_1_Suite,2023-07-18,C8927,10,295.33,Direct Sales,Africa,10.06,9,5,3,1,3,399,Direct Search,6,Credit Card,Other,5,12
SN-QTZVKDPZ,Adobe_Prod_45_Version_2,Adobe_Adobe_Prod_45_Version_2_Suite,2023-06-20,C5791,9,487.33,Authorized Retailer,Asia,9.77,5,5,4,3,3,369,Direct Search,8,Credit Card,Other,4,24
SN-5UN0ZX6U,Adobe_Prod_766_Version_5,Adobe_Adobe_Prod_766_Version_5_Suite,2023-11-24,C1597,1,225.77,Direct Sales,Asia,13.47,10,5,2,7,2,459,Email Marketing,7,PayPal,Found cheaper,8,24
SN-2KHPGMH,IYTGEK,Adobe_IYTGEK_Suite,2023-12-03,C7848,8,91.16,Unknown Vendor,Asia,20.87,14,3,16,8,10,42,Social Media,4,Cryptocurrency,Other,17,6
SN-I8J681H3,Adobe_Prod_390_Version_3,Adobe_Adobe_Prod_390_Version_3_Suite,2023-01-12,C1121,9,463.27,Direct Sales,Europe,14.64,4,5,1,9,1,518,Direct Search,7,Credit Card,Found cheaper,3,24
SN-YRMCPQ8M,Adobe_Prod_888_Version_8,Adobe_Adobe_Prod_888_Version_8_Suite,2023-09-20,C4471,3,306.55,Authorized Retailer,Asia,14.04,6,4,1,1,4,730,Direct Search,6,PayPal,Other,1,24
Sn-RV7C6BZL,7O4AJC,Adobe_7O4AJC_Suite,2023-09-19,C1173,4,122.92,Third-party Retailer,North America,27.31,20,3,10,3,14,359,Social Media,1,Cryptocurrency,Other,18,6
SN-UTP0LYA,SZM6KW,Adobe_SZM6KW_Suite,2023-07-13,C1934,10,70.18,Third-party Retailer,North America,26.16,19,2,18,8,13,178,Word of Mouth,4,Cryptocurrency,Product malfunction,16,6
SN-2W9N0VYB,Adobe_Prod_752_Version_9,Adobe_Adobe_Prod_752_Version_9_Suite,2023-03-12,C7909,4,267.56,Direct Sales,South America,10.07,10,5,1,3,6,445,Email Marketing,6,Credit Card,Other,10,12
SN-O1QG8PAJ,Adobe_Prod_897_Version_7,Adobe_Adobe_Prod_897_Version_7_Suite,2023-06-26,C4097,5,239.54,Unknown Vendor,Asia,8.7,8,5,2,1,4,440,Email Marketing,9,PayPal,Found cheaper,5,24
SNLWS1HB23U,RHG8CW,Adobe_RHG8CW_Suite,2023-08-31,C8154,2,53.34,Unknown Vendor,Asia,21.18,15,1,11,9,4,79,Social Media,3,Cryptocurrency,Product malfunction,19,6
SN-57ERZB1K,Adobe_Prod_26_Version_1,Adobe_Adobe_Prod_26_Version_1_Suite,2023-09-04,C8273,2,257.17,Direct Sales,Europe,10.88,5,5,2,3,3,638,Email Marketing,7,Credit Card,Other,8,12
SN-089U0LO,DDDT16,Adobe_DDDT16_Suite,2023-10-25,C6365,2,139.68,Unknown Vendor,Europe,20.75,14,3,11,1,8,159,Social Media,1,Cryptocurrency,Not as described,18,6
SN-GQRZ0EOH,Adobe_Prod_192_Version_1,Adobe_Adobe_Prod_192_Version_1_Suite,2023-05-06,C8633,6,200.56,Direct Sales,Africa,8.99,9,4,1,7,6,547,Email Marketing,6,Credit Card,Other,7,24
Sn-1EOOCJK2,C33OK9,Adobe_C33OK9_Suite,2023-01-14,C9276,2,84.44,Third-party Retailer,Africa,23.95,20,2,10,9,2,46,Social Media,1,Cryptocurrency,Not as described,15,6
SN-WUCSN59R,Adobe_Prod_544_Version_3,Adobe_Adobe_Prod_544_Version_3_Suite,2023-02-19,C5879,6,485.45,Authorized Retailer,North America,12.73,10,5,1,7,7,566,Direct Search,6,Credit Card,Other,9,24
SN-8CVQBSRG,Adobe_Prod_478_Version_7,Adobe_Adobe_Prod_478_Version_7_Suite,2023-03-21,C4184,5,320.85,Authorized Retailer,Asia,13.0,10,4,5,8,3,723,Direct Search,9,Credit Card,Found cheaper,1,12
SNB7KOAAISG,T3T0DK,Adobe_T3T0DK_Suite,2023-01-20,C6216,5,71.55,Third-party Retailer,South America,26.52,14,3,14,1,4,245,Social Media,2,Cryptocurrency,Not as described,13,6
SN-FCASPZVR,Adobe_Prod_958_Version_1,Adobe_Adobe_Prod_958_Version_1_Suite,2023-09-21,C8307,7,286.19,Authorized Retailer,North America,14.09,5,4,5,8,4,454,Direct Search,10,PayPal,Other,4,24
SN-9DKV1BS,0ELZTC,Adobe_0ELZTC_Suite,2023-01-01,C4785,9,108.97,Third-party Retailer,Asia,23.79,10,1,11,1,13,315,Social Media,1,Cryptocurrency,Other,14,6
Sn-GI94OT3E,SX8KKZ,Adobe_SX8KKZ_Suite,2023-05-04,C6473,6,131.01,Third-party Retailer,North America,29.74,15,1,16,3,9,167,Word of Mouth,2,Cryptocurrency,Not as described,12,6
SN-G231PGQU,Adobe_Prod_411_Version_7,Adobe_Adobe_Prod_411_Version_7_Suite,2023-08-13,C6295,8,457.58,Authorized Retailer,Europe,5.5,9,4,5,9,5,592,Email Marketing,10,Credit Card,Found cheaper,2,12
SN-XB02YS8N,Adobe_Prod_240_Version_9,Adobe_Adobe_Prod_240_Version_9_Suite,2023-11-19,C3632,1,456.52,Authorized Retailer,North America,10.08,3,5,1,7,7,632,Direct Search,6,Credit Card,Found cheaper,10,12
SN-ISLX14PX,Adobe_Prod_329_Version_2,Adobe_Adobe_Prod_329_Version_2_Suite,2023-02-21,C5128,5,211.44,Authorized Retailer,North America,5.81,3,5,3,7,4,679,Direct Search,10,PayPal,Other,2,24
SN-705VHB88,Adobe_Prod_411_Version_2,Adobe_Adobe_Prod_411_Version_2_Suite,2023-12-11,C1271,3,450.48,Authorized Retailer,Africa,8.92,6,4,1,3,4,454,Direct Search,10,PayPal,Other,5,24
SN-V9O28U02,Adobe_Prod_619_Version_10,Adobe_Adobe_Prod_619_Version_10_Suite,2023-03-31,C8553,5,205.41,Direct Sales,Asia,12.61,3,4,5,1,2,398,Email Marketing,10,Credit Card,Found cheaper,9,24
SN9FJ0FD36G,7GTE3K,Adobe_7GTE3K_Suite,2023-08-22,C5720,3,132.24,Third-party Retailer,Europe,27.4,17,3,12,7,15,242,Word of Mouth,3,Cryptocurrency,Product malfunction,20,6
Sn-6WHUCN9G,V5KOV9,Adobe_V5KOV9_Suite,2023-11-23,C3726,2,98.93,Unknown Vendor,Asia,27.42,10,1,14,3,14,319,Word of Mouth,4,Cryptocurrency,Not as described,20,6
SN-2FDXMYPE,Adobe_Prod_482_Version_1,Adobe_Adobe_Prod_482_Version_1_Suite,2023-07-03,C9623,7,311.18,Unknown Vendor,North America,6.08,4,5,2,1,4,398,Direct Search,9,PayPal,Other,6,24
SN-30HKBOI,5T9TD4,Adobe_5T9TD4_Suite,2023-05-28,C9020,3,105.79,Unknown Vendor,South America,27.79,10,3,13,8,13,158,Word of Mouth,2,Cryptocurrency,Product malfunction,17,6
SN-V3682B20,Adobe_Prod_343_Version_5,Adobe_Adobe_Prod_343_Version_5_Suite,2023-04-22,C1577,9,491.94,Authorized Retailer,Asia,6.95,2,5,1,1,3,402,Direct Search,6,Credit Card,Other,7,24
SNOGZC6HRZG,F52UUL,Adobe_F52UUL_Suite,2023-04-30,C8285,3,69.41,Third-party Retailer,Asia,26.46,13,2,18,3,5,239,Social Media,3,Cryptocurrency,Product malfunction,17,6
SN-23SXNZJ,J6F9KQ,Adobe_J6F9KQ_Suite,2023-08-30,C5941,8,125.96,Third-party Retailer,North America,27.74,14,3,18,2,11,354,Word of Mouth,1,Cryptocurrency,Other,16,6
SN-VDH4TOMW,Adobe_Prod_325_Version_10,Adobe_Adobe_Prod_325_Version_10_Suite,2023-08-20,C4741,5,208.65,Direct Sales,Africa,11.85,5,5,2,9,2,552,Direct Search,8,PayPal,Other,1,24
SN-0KW0LVOK,Adobe_Prod_379_Version_3,Adobe_Adobe_Prod_379_Version_3_Suite,2023-05-02,C5310,7,231.43,Authorized Retailer,South America,14.91,6,5,3,8,1,616,Direct Search,10,PayPal,Found cheaper,1,24
SN-R5YXSV5N,Adobe_Prod_393_Version_6,Adobe_Adobe_Prod_393_Version_6_Suite,2023-10-04,C8830,2,495.97,Third-party Retailer,Asia,6.88,1,4,5,9,1,506,Direct Search,9,Credit Card,Other,4,24
SN-HPXJMFJQ,Adobe_Prod_638_Version_4,Adobe_Adobe_Prod_638_Version_4_Suite,2023-12-20,C9544,6,414.69,Authorized Retailer,Asia,10.82,9,4,4,8,7,530,Email Marketing,10,Credit Card,Other,4,12
SN-20CI879B,Adobe_Prod_131_Version_7,Adobe_Adobe_Prod_131_Version_7_Suite,2023-08-13,C5634,3,405.5,Direct Sales,Asia,7.38,7,5,3,3,3,641,Email Marketing,10,Credit Card,Found cheaper,10,24
SNP04JVTTSL,TE510K,Adobe_TE510K_Suite,2023-04-11,C7767,5,138.2,Unknown Vendor,South America,23.72,18,1,18,7,13,184,Word of Mouth,5,Cryptocurrency,Not as described,15,6
SN-GJSI7HTA,Adobe_Prod_727_Version_8,Adobe_Adobe_Prod_727_Version_8_Suite,2023-11-03,C5558,8,312.57,Direct Sales,Africa,6.31,3,4,5,3,7,705,Email Marketing,7,Credit Card,Found cheaper,10,12
SNDJFNJN6L4,SRJKLM,Adobe_SRJKLM_Suite,2023-07-22,C2756,1,141.09,Unknown Vendor,Asia,28.99,15,3,12,2,9,165,Word of Mouth,5,Cryptocurrency,Other,20,6
SN-S6OGEQD,UPU940,Adobe_UPU940_Suite,2023-07-23,C8881,10,57.06,Unknown Vendor,North America,21.89,16,2,16,8,15,99,Word of Mouth,3,Cryptocurrency,Not as described,12,6
SN-1EC1O2C0,Adobe_Prod_481_Version_8,Adobe_Adobe_Prod_481_Version_8_Suite,2023-12-11,C3581,8,278.23,Direct Sales,Asia,10.58,3,4,1,3,3,485,Email Marketing,9,Credit Card,Found cheaper,10,24
SN-B9VFLTV,0BZLC2,Adobe_0BZLC2_Suite,2023-05-18,C9524,9,71.85,Third-party Retailer,Africa,24.66,14,3,19,1,2,201,Social Media,1,Cryptocurrency,Other,19,6
SN-JBH1FZFS,Adobe_Prod_48_Version_6,Adobe_Adobe_Prod_48_Version_6_Suite,2023-01-21,C8704,9,305.58,Direct Sales,Europe,9.91,7,5,4,2,6,531,Email Marketing,7,PayPal,Found cheaper,4,12
SN-HWCUAJC0,Adobe_Prod_491_Version_6,Adobe_Adobe_Prod_491_Version_6_Suite,2023-08-02,C8989,6,372.16,Direct Sales,South America,9.84,3,5,4,9,2,479,Direct Search,8,Credit Card,Found cheaper,4,24
SN-CM7UC9Q1,Adobe_Prod_744_Version_2,Adobe_Adobe_Prod_744_Version_2_Suite,2023-02-03,C8531,3,448.94,Authorized Retailer,Africa,5.5,4,4,3,8,6,371,Email Marketing,8,Credit Card,Found cheaper,9,12
SN-35XDBF64,Adobe_Prod_251_Version_1,Adobe_Adobe_Prod_251_Version_1_Suite,2023-05-31,C9742,2,228.66,Authorized Retailer,Europe,14.05,6,4,3,1,5,419,Direct Search,10,PayPal,Found cheaper,3,12
SN-MSY1812M,Adobe_Prod_88_Version_2,Adobe_Adobe_Prod_88_Version_2_Suite,2023-07-02,C9988,4,436.15,Authorized Retailer,Europe,13.6,8,5,5,1,2,368,Direct Search,9,Credit Card,Found cheaper,5,24
Sn-Y8WWGJPK,A0H8I6,Adobe_A0H8I6_Suite,2023-03-28,C2755,9,74.94,Unknown Vendor,North America,23.42,15,3,10,3,14,329,Word of Mouth,5,Cryptocurrency,Product malfunction,12,6
SN-1ZEJMQZP,Adobe_Prod_914_Version_6,Adobe_Adobe_Prod_914_Version_6_Suite,2023-11-06,C1271,3,466.73,Direct Sales,South America,7.82,7,4,3,1,4,567,Email Marketing,10,Credit Card,Other,7,24
SN-J00483VK,Adobe_Prod_429_Version_4,Adobe_Adobe_Prod_429_Version_4_Suite,2023-01-15,C7539,8,449.94,Authorized Retailer,Africa,10.69,5,4,5,2,7,644,Direct Search,9,Credit Card,Other,9,12
SN-LQ22PZHF,Adobe_Prod_649_Version_6,Adobe_Adobe_Prod_649_Version_6_Suite,2023-11-05,C5528,3,349.08,Direct Sales,North America,12.19,6,4,3,9,5,611,Direct Search,10,Credit Card,Found cheaper,8,24
Sn-ARUEGAF1,FJWGK4,Adobe_FJWGK4_Suite,2023-02-27,C6045,5,95.1,Unknown Vendor,Asia,20.81,13,1,14,9,13,55,Social Media,3,Cryptocurrency,Not as described,13,6
SN-S14R7PJP,Adobe_Prod_774_Version_7,Adobe_Adobe_Prod_774_Version_7_Suite,2023-05-20,C4863,1,243.86,Direct Sales,Europe,5.37,7,5,3,1,1,641,Email Marketing,9,Credit Card,Found cheaper,1,12
SNCTDYV8R3Z,E8KPBY,Adobe_E8KPBY_Suite,2023-11-05,C4965,4,91.82,Unknown Vendor,North America,27.62,17,1,12,8,7,77,Social Media,3,Cryptocurrency,Other,15,6
SNIQ1I0PAE0,45PO32,Adobe_45PO32_Suite,2023-02-18,C4195,9,66.3,Third-party Retailer,Africa,21.52,11,1,12,7,4,342,Social Media,5,Cryptocurrency,Product malfunction,11,6
SN-S20GYME3,Adobe_Prod_278_Version_10,Adobe_Adobe_Prod_278_Version_10_Suite,2023-11-20,C7767,1,253.57,Authorized Retailer,North America,14.59,7,4,2,1,3,371,Email Marketing,8,Credit Card,Found cheaper,3,24
SN-83MWY83M,Adobe_Prod_188_Version_10,Adobe_Adobe_Prod_188_Version_10_Suite,2023-07-05,C6521,8,222.96,Direct Sales,Europe,14.89,10,4,5,3,3,401,Email Marketing,10,PayPal,Other,7,24
Sn-KAATW957,1OJKNX,Adobe_1OJKNX_Suite,2023-05-02,C9326,9,75.24,Unknown Vendor,South America,25.05,15,2,18,8,12,89,Social Media,2,Cryptocurrency,Product malfunction,17,6
Sn-VUAKOWJA,SLR437,Adobe_SLR437_Suite,2023-07-14,C2827,7,105.0,Unknown Vendor,Europe,23.25,10,1,12,8,7,161,Social Media,1,Cryptocurrency,Product malfunction,18,6
SN4Z7FIVL9Q,JZ2MI5,Adobe_JZ2MI5_Suite,2023-04-07,C2216,2,54.33,Third-party Retailer,South America,25.34,18,1,12,3,11,207,Social Media,2,Cryptocurrency,Not as described,12,6
SN-HO5YUJYP,Adobe_Prod_582_Version_7,Adobe_Adobe_Prod_582_Version_7_Suite,2023-06-30,C7558,3,308.78,Authorized Retailer,South America,12.45,5,5,2,2,1,572,Email Marketing,7,Credit Card,Found cheaper,5,24
SN-I8QZZZ48,Adobe_Prod_690_Version_1,Adobe_Adobe_Prod_690_Version_1_Suite,2023-03-02,C1969,2,336.0,Direct Sales,South America,6.78,2,5,4,3,3,706,Direct Search,8,PayPal,Other,5,12
SN-JBOUSAH2,Adobe_Prod_528_Version_9,Adobe_Adobe_Prod_528_Version_9_Suite,2023-02-02,C8990,10,456.59,Authorized Retailer,Africa,13.1,8,5,4,7,1,487,Email Marketing,6,PayPal,Other,4,12
SNPDDHIHQJ8,RPFWVB,Adobe_RPFWVB_Suite,2023-11-26,C2626,6,101.81,Unknown Vendor,Africa,27.46,10,3,18,7,12,289,Social Media,4,Cryptocurrency,Product malfunction,14,6
SN-RK0AKMCL,Adobe_Prod_245_Version_5,Adobe_Adobe_Prod_245_Version_5_Suite,2023-10-10,C9177,9,449.68,Direct Sales,North America,12.66,6,4,5,9,3,643,Email Marketing,6,Credit Card,Other,9,12
SN-RRH9T53,IFQDUW,Adobe_IFQDUW_Suite,2023-01-21,C5626,8,101.32,Third-party Retailer,North America,23.14,12,2,13,3,10,352,Word of Mouth,3,Cryptocurrency,Other,11,6
SNBMI0SRARO,TUBF8F,Adobe_TUBF8F_Suite,2023-10-09,C4413,3,136.08,Third-party Retailer,Asia,27.64,20,1,15,8,5,272,Social Media,5,Cryptocurrency,Other,10,6
SN-75FXDBB,LEMIBB,Adobe_LEMIBB_Suite,2023-05-08,C9616,9,53.69,Unknown Vendor,Africa,29.02,12,3,14,3,8,291,Social Media,4,Cryptocurrency,Not as described,13,6
SN-UEPD872Y,Adobe_Prod_613_Version_7,Adobe_Adobe_Prod_613_Version_7_Suite,2023-04-12,C1421,8,388.43,Authorized Retailer,South America,10.98,8,4,4,3,5,549,Direct Search,6,PayPal,Found cheaper,1,24
Sn-MSI02SDQ,ZLBQGM,Adobe_ZLBQGM_Suite,2023-08-18,C5907,1,66.65,Third-party Retailer,South America,21.83,19,3,14,7,6,93,Social Media,3,Cryptocurrency,Not as described,16,6
SN-0N4J0SSH,Adobe_Prod_702_Version_4,Adobe_Adobe_Prod_702_Version_4_Suite,2023-07-07,C6382,9,205.05,Direct Sales,Africa,10.91,3,5,4,3,2,370,Email Marketing,9,PayPal,Found cheaper,10,12
SNXIXY2S9D9,WZM3J1,Adobe_WZM3J1_Suite,2023-08-09,C2545,1,122.04,Unknown Vendor,North America,21.83,14,1,13,8,1,154,Social Media,4,Cryptocurrency,Not as described,14,6
SN-EZ2SP7D,H199JU,Adobe_H199JU_Suite,2023-02-04,C9162,1,50.34,Third-party Retailer,Europe,21.93,16,3,18,3,10,179,Word of Mouth,4,Cryptocurrency,Not as described,17,6
Sn-M16JJPF8,HHFOZG,Adobe_HHFOZG_Suite,2023-12-23,C2646,1,135.39,Third-party Retailer,North America,23.02,12,2,13,7,10,82,Word of Mouth,1,Cryptocurrency,Not as described,11,6
SN-7J2Q33I2,Adobe_Prod_661_Version_7,Adobe_Adobe_Prod_661_Version_7_Suite,2023-02-22,C8183,5,440.3,Direct Sales,Asia,5.68,7,5,4,7,1,698,Direct Search,8,PayPal,Found cheaper,6,24
SN-EA10YRLT,Adobe_Prod_802_Version_7,Adobe_Adobe_Prod_802_Version_7_Suite,2023-01-02,C9569,6,476.38,Direct Sales,Europe,5.06,7,4,3,9,4,474,Email Marketing,10,Credit Card,Found cheaper,5,24
SN-8WVA7IDS,Adobe_Prod_71_Version_4,Adobe_Adobe_Prod_71_Version_4_Suite,2023-04-27,C1317,8,369.48,Authorized Retailer,South America,7.64,10,5,4,2,4,576,Direct Search,6,PayPal,Other,4,24
SN-AYJ4358,PXJSIC,Adobe_PXJSIC_Suite,2023-06-26,C1768,6,90.56,Third-party Retailer,Asia,21.0,12,2,10,3,7,218,Social Media,5,Cryptocurrency,Not as described,17,6
SN-C90XV59H,Adobe_Prod_315_Version_4,Adobe_Adobe_Prod_315_Version_4_Suite,2023-01-04,C2852,9,451.58,Direct Sales,Africa,12.02,9,4,5,2,3,681,Direct Search,7,PayPal,Other,2,12
SN-3PET0GLH,Adobe_Prod_633_Version_3,Adobe_Adobe_Prod_633_Version_3_Suite,2023-03-19,C1187,3,251.29,Direct Sales,North America,9.15,2,5,5,3,3,690,Email Marketing,9,PayPal,Other,4,12
SNNIQ9ZDO2I,6ZJATS,Adobe_6ZJATS_Suite,2023-05-01,C9659,8,97.23,Third-party Retailer,Europe,28.86,13,2,20,9,15,112,Social Media,4,Cryptocurrency,Not as described,16,6
SN-GG1M2G8I,Adobe_Prod_97_Version_1,Adobe_Adobe_Prod_97_Version_1_Suite,2023-03-25,C5686,8,204.55,Direct Sales,Europe,5.97,1,4,4,9,1,727,Direct Search,7,PayPal,Other,1,12
SN3OQAMAFEA,HODPG3,Adobe_HODPG3_Suite,2023-10-09,C6461,6,110.93,Third-party Retailer,Europe,23.3,17,3,10,2,14,119,Social Media,4,Cryptocurrency,Not as described,13,6
SN-ETOCYT2A,Adobe_Prod_186_Version_4,Adobe_Adobe_Prod_186_Version_4_Suite,2023-06-15,C9540,6,338.39,Authorized Retailer,South America,14.87,6,4,5,8,6,409,Direct Search,7,PayPal,Found cheaper,6,24
Sn-9YU9LZHK,JJGFCU,Adobe_JJGFCU_Suite,2023-06-14,C1890,9,93.45,Unknown Vendor,Europe,22.8,17,2,20,3,4,270,Social Media,5,Cryptocurrency,Not as described,13,6
SND70MBZYA1,XHP9HH,Adobe_XHP9HH_Suite,2023-03-17,C9022,5,103.12,Third-party Retailer,Africa,29.66,19,3,18,1,6,119,Social Media,1,Cryptocurrency,Product malfunction,18,6
Sn-TWQ0X8OW,D7NYNE,Adobe_D7NYNE_Suite,2023-10-14,C3678,2,136.78,Unknown Vendor,North America,26.88,19,1,12,3,5,156,Word of Mouth,2,Cryptocurrency,Not as described,14,6
Sn-6KJEIXGS,FZJ3UR,Adobe_FZJ3UR_Suite,2023-02-18,C3233,3,75.35,Unknown Vendor,Africa,25.45,13,2,16,8,4,59,Social Media,4,Cryptocurrency,Other,11,6
Sn-2ZJ6444D,JIC7KW,Adobe_JIC7KW_Suite,2023-01-07,C1125,7,147.79,Unknown Vendor,South America,23.16,12,3,16,2,11,339,Social Media,1,Cryptocurrency,Not as described,20,6
SN-F1XJH149,Adobe_Prod_131_Version_4,Adobe_Adobe_Prod_131_Version_4_Suite,2023-09-27,C4875,7,427.24,Authorized Retailer,North America,7.21,8,4,4,3,1,396,Direct Search,8,Credit Card,Other,1,12
SN-05UB8QBD,Adobe_Prod_224_Version_1,Adobe_Adobe_Prod_224_Version_1_Suite,2023-09-15,C6939,3,462.45,Authorized Retailer,South America,5.36,4,5,5,8,1,660,Direct Search,8,PayPal,Other,6,12
SN-1FSORU2,VFCV11,Adobe_VFCV11_Suite,2023-02-25,C8300,4,106.56,Unknown Vendor,Africa,26.47,16,3,19,8,7,162,Social Media,1,Cryptocurrency,Other,17,6
SN-ZZFJKJZ,GUDV8G,Adobe_GUDV8G_Suite,2023-03-31,C8198,1,137.44,Third-party Retailer,South America,26.21,13,3,10,1,8,350,Social Media,1,Cryptocurrency,Not as described,10,6
SN-9SUJJGW5,Adobe_Prod_234_Version_8,Adobe_Adobe_Prod_234_Version_8_Suite,2023-09-17,C1675,1,205.46,Direct Sales,Africa,5.98,8,5,5,2,2,391,Email Marketing,7,PayPal,Other,5,24
SN-MGEF46U4,Adobe_Prod_991_Version_9,Adobe_Adobe_Prod_991_Version_9_Suite,2023-08-31,C1225,6,403.05,Direct Sales,Africa,13.84,4,4,1,2,4,381,Email Marketing,8,Credit Card,Found cheaper,5,12
SN-A3GUUXR,780QQY,Adobe_780QQY_Suite,2023-08-24,C1937,3,96.87,Authorized Retailer,Europe,26.34,20,2,16,1,1,196,Word of Mouth,3,Cryptocurrency,Product malfunction,18,6
SNQZMU36Q5D,03CEJZ,Adobe_03CEJZ_Suite,2023-10-08,C8599,1,88.73,Third-party Retailer,Africa,24.17,15,1,13,7,6,192,Word of Mouth,5,Cryptocurrency,Other,11,6
SN-XYLQ1ECX,Adobe_Prod_170_Version_2,Adobe_Adobe_Prod_170_Version_2_Suite,2023-02-24,C9683,10,242.49,Authorized Retailer,South America,11.03,2,5,1,7,4,450,Direct Search,7,Credit Card,Other,3,12
SN-N243PS5H,Adobe_Prod_619_Version_5,Adobe_Adobe_Prod_619_Version_5_Suite,2023-05-15,C6848,2,476.33,Authorized Retailer,North America,6.02,3,5,2,9,3,444,Direct Search,6,Credit Card,Found cheaper,8,24
SN-033UEMWN,Adobe_Prod_922_Version_8,Adobe_Adobe_Prod_922_Version_8_Suite,2023-02-04,C5524,8,416.3,Direct Sales,Europe,13.79,3,5,4,8,4,538,Email Marketing,10,PayPal,Other,8,24
SNY0TQZJR6K,MN6QST,Adobe_MN6QST_Suite,2023-08-16,C3539,2,141.16,Unknown Vendor,Europe,26.93,16,1,14,1,6,229,Social Media,2,Cryptocurrency,Other,11,6
SN-X38C5A7T,Adobe_Prod_416_Version_9,Adobe_Adobe_Prod_416_Version_9_Suite,2023-01-15,C1569,9,209.98,Direct Sales,Europe,6.75,2,5,1,7,5,391,Direct Search,10,Credit Card,Other,4,24
SN-60QAZFD,UQ2PDS,Adobe_UQ2PDS_Suite,2023-07-09,C2995,9,140.33,Unknown Vendor,Europe,25.71,13,1,15,1,10,340,Social Media,2,Cryptocurrency,Other,12,6
SN-GOSD1R6,BW0GZ2,Adobe_BW0GZ2_Suite,2023-07-07,C3740,10,83.21,Third-party Retailer,South America,20.5,18,2,15,2,4,31,Social Media,1,Cryptocurrency,Other,14,6
SN-ZQLKXCJ6,Adobe_Prod_464_Version_6,Adobe_Adobe_Prod_464_Version_6_Suite,2023-10-17,C7218,8,316.24,Direct Sales,North America,9.43,8,4,1,2,7,696,Direct Search,10,Credit Card,Other,8,24
SN-RXCPIYQD,Adobe_Prod_665_Version_6,Adobe_Adobe_Prod_665_Version_6_Suite,2023-06-03,C9613,7,445.85,Direct Sales,South America,12.84,2,4,2,8,4,383,Email Marketing,10,Credit Card,Other,3,24
SN-TID1BGIE,Adobe_Prod_924_Version_8,Adobe_Adobe_Prod_924_Version_8_Suite,2023-02-24,C8395,7,247.65,Authorized Retailer,South America,12.65,7,4,2,2,6,470,Email Marketing,10,Credit Card,Found cheaper,7,24
SN-DM3PSNA,Q8F2DJ,Adobe_Q8F2DJ_Suite,2023-08-08,C8144,7,76.85,Third-party Retailer,Europe,20.36,14,1,17,2,7,339,Word of Mouth,3,Cryptocurrency,Product malfunction,12,6
SN23T3GRQ7O,PUW9N7,Adobe_PUW9N7_Suite,2023-04-28,C4509,6,74.08,Unknown Vendor,South America,23.79,11,3,13,3,9,254,Word of Mouth,5,Cryptocurrency,Other,13,6
SN9K0ARK064,OYDQFQ,Adobe_OYDQFQ_Suite,2023-03-13,C9067,10,91.14,Third-party Retailer,North America,21.7,10,1,14,8,7,342,Social Media,5,Cryptocurrency,Not as described,13,6
SN-CB96NOTV,Adobe_Prod_34_Version_1,Adobe_Adobe_Prod_34_Version_1_Suite,2023-04-23,C5793,5,310.64,Third-party Retailer,North America,14.42,6,5,1,3,3,684,Email Marketing,6,PayPal,Found cheaper,6,24
SN-PHXT2YJ,APXE1B,Adobe_APXE1B_Suite,2023-12-27,C9406,1,81.75,Third-party Retailer,Europe,22.65,18,1,15,7,15,160,Social Media,4,Cryptocurrency,Product malfunction,12,6
SN-S14PR6TE,Adobe_Prod_458_Version_4,Adobe_Adobe_Prod_458_Version_4_Suite,2023-10-29,C5389,2,245.72,Direct Sales,South America,7.19,5,4,2,8,5,390,Email Marketing,6,PayPal,Found cheaper,5,12
SN-LV6AEBCG,Adobe_Prod_436_Version_9,Adobe_Adobe_Prod_436_Version_9_Suite,2023-07-03,C5444,9,366.01,Authorized Retailer,Europe,11.14,1,4,1,3,3,574,Direct Search,9,Credit Card,Found cheaper,9,12
SN-WTF6DXE6,Adobe_Prod_307_Version_2,Adobe_Adobe_Prod_307_Version_2_Suite,2023-02-03,C7953,10,486.8,Authorized Retailer,Africa,9.75,5,5,5,2,2,553,Email Marketing,9,Credit Card,Found cheaper,4,12
